Src_Vertex,PopulateTime(ms),MemUsage(MB),BFSTime(ms),BFSSum,DFSTime(ms),DFSSum
2,4168,482.418,13,0,2,0
2,4018,518.348,2,0,3,0
2,3792,519.645,3,0,4,0
2,3804,519.672,2,0,2,0
2,3729,519.703,2,0,2,0
2,3781,519.719,3,0,2,0
2,3781,519.719,4,0,5,0
2,3729,519.719,2,0,2,0
2,3835,515.852,2,0,4,0
2,3838,519.461,3,0,3,0
