Src_Vertex,PopulateTime(ms),MemUsage(MB),BFSTime(ms),BFSSum,DFSTime(ms),DFSSum
2,8899,1924.45,297,57905.8,1919,58718.3
2,8519,3399.89,301,57905.8,3127,58718.3
2,8218,3726.02,307,57905.8,975,58718.3
2,7638,3785.32,306,57905.8,557,58718.3
2,7260,3792.54,307,57905.8,486,58718.3
2,7559,3789.46,302,57905.8,483,58718.3
2,7079,3793.84,293,57905.8,471,58718.3
2,6995,3793.84,288,57905.8,463,58718.3
2,7181,3793.84,287,57905.8,471,58718.3
2,7126,3793.84,293,57905.8,473,58718.3
